result,red_top,red_jng,red_mid,red_bot,red_sup,blue_top,blue_jng,blue_mid,blue_bot,blue_sup,red_team,blue_team
0,0.781,0.851,0.767,0.965,0.784,0.949,1.037,1.006,0.587,0.874,4.148,4.452999999999999
1,1.02,1.152,0.926,0.965,0.977,0.949,0.702,1.004,0.587,0.79,5.04,4.032
1,1.067,0.851,0.767,0.965,0.977,0.949,1.037,1.006,1.274,0.755,4.627,5.021
1,1.02,0.851,0.956,0.965,1.142,0.949,1.104,1.184,0.456,0.801,4.933999999999999,4.494
0,0.876,0.994,1.159,1.254,0.849,0.844,1.079,1.113,1.085,1.524,5.132,5.6450000000000005
0,0.549,1.354,1.159,1.271,0.847,0.94,0.909,1.113,0.978,0.909,5.18,4.848999999999999
0,0.94,1.177,1.012,1.009,0.704,1.062,0.89,1.247,0.965,1.04,4.842,5.204
1,1.165,0.994,1.225,1.271,1.406,0.57,0.909,1.007,0.978,0.909,6.060999999999999,4.372999999999999
0,0.443,1.017,0.962,1.009,0.933,1.062,1.354,1.247,1.171,1.04,4.364,5.8740000000000006
1,0.844,0.909,0.989,1.009,0.807,0.686,0.739,1.023,0.984,0.977,4.558,4.409
0,1.02,0.851,1.309,0.764,0.88,1.191,1.177,1.012,0.978,0.961,4.824,5.319000000000001
0,0.686,0.851,0.956,0.764,0.977,0.94,1.177,1.012,0.887,0.961,4.234,4.977
1,1.375,0.597,1.012,1.009,0.843,1.062,0.89,0.835,0.813,0.849,4.836,4.449
0,0.94,0.909,1.012,1.009,0.807,1.062,0.915,1.247,0.965,0.935,4.677,5.1240000000000006
1,1.375,0.909,1.012,1.201,1.104,1.062,1.354,1.247,0.965,1.061,5.601,5.689
1,0.813,0.89,1.247,1.271,0.935,1.191,1.177,1.012,1.201,1.104,5.156000000000001,5.6850000000000005
0,1.246,0.909,1.168,1.009,1.104,1.165,1.083,1.331,1.351,0.935,5.436000000000001,5.865
