result,red_top,red_jng,red_mid,red_bot,red_sup,blue_top,blue_jng,blue_mid,blue_bot,blue_sup,red_team,blue_team
1,0.725,1.073,1.005,1.043,1.063,0.803,1.001,0.968,0.692,0.766,4.909,4.2299999999999995
0,0.857,0.731,0.929,0.89,0.818,0.92,0.953,0.646,0.923,0.643,4.2250000000000005,4.085
1,1.098,0.716,0.848,0.892,0.493,0.854,0.903,0.818,0.753,0.893,4.047,4.221
0,0.79,0.794,1.011,0.892,0.945,0.711,0.796,0.808,0.812,0.753,4.4319999999999995,3.880000000000001
0,0.924,0.894,0.907,0.711,0.671,1.005,1.252,0.868,1.145,0.647,4.107,4.917
0,1.183,0.864,0.78,1.017,0.596,1.229,1.385,1.327,0.814,0.966,4.4399999999999995,5.721
0,1.098,0.922,1.155,0.996,0.799,1.085,0.731,0.974,0.94,0.818,4.97,4.548
1,0.733,0.903,1.11,0.974,0.867,0.918,1.001,1.064,0.692,0.766,4.587000000000001,4.441
0,1.005,1.077,0.748,1.145,0.647,0.47,0.694,1.005,1.082,0.825,4.622,4.076
1,0.974,1.183,0.916,1.052,1.037,0.934,0.787,0.929,0.994,0.778,5.162,4.422000000000001
1,1.031,0.694,1.041,1.304,1.138,0.702,0.922,0.951,1.167,0.972,5.208,4.714
0,0.876,1.068,0.646,0.923,0.966,1.02,0.916,1.199,0.724,0.956,4.479,4.8149999999999995
0,0.617,0.834,1.013,1.016,0.818,0.974,0.68,1.149,1.052,1.037,4.298,4.8919999999999995
0,1.053,0.787,0.929,0.699,0.899,1.196,1.094,0.735,0.891,0.647,4.367,4.563
0,0.843,0.656,0.968,0.782,0.565,1.183,0.796,0.808,0.759,0.76,3.814,4.306
0,0.65,0.894,1.303,1.074,1.0,1.031,1.067,0.717,1.192,0.825,4.921,4.832
1,0.724,1.117,1.572,0.899,0.688,1.092,0.953,1.076,0.99,0.625,5.0,4.736
0,0.879,0.929,0.808,0.759,0.89,1.286,0.689,0.919,0.892,0.799,4.265,4.585
0,1.039,0.616,0.929,0.994,0.778,0.819,0.749,1.002,0.945,0.818,4.356,4.333
1,0.781,0.912,1.174,0.826,0.934,1.196,1.094,0.607,1.002,0.914,4.627,4.813
1,1.098,0.729,0.8,0.996,0.799,0.65,1.015,1.303,1.052,0.897,4.422,4.917
0,0.846,0.855,1.002,1.016,0.856,1.157,0.796,0.808,0.972,0.76,4.575,4.493
