result,red_top,red_jng,red_mid,red_bot,red_sup,blue_top,blue_jng,blue_mid,blue_bot,blue_sup,red_team,blue_team
0,1.014,1.15,0.883,0.954,0.666,1.017,1.237,0.8,1.033,1.062,4.667,5.149
1,1.017,1.282,1.095,1.033,0.8,0.868,1.436,1.106,0.988,0.8,5.226999999999999,5.1979999999999995
0,1.085,0.92,0.913,1.04,0.886,0.788,1.213,0.8,0.973,1.062,4.844,4.836
0,1.024,0.979,0.502,0.983,0.893,1.061,1.098,0.913,0.986,0.782,4.381,4.84
1,1.932,0.903,1.046,1.04,0.782,0.992,1.139,0.692,0.952,0.893,5.703,4.668
1,1.049,1.014,1.149,0.772,0.856,0.858,0.902,1.129,0.984,0.856,4.84,4.729
0,2.009,1.129,1.129,0.999,0.8,1.301,1.264,1.149,0.772,0.882,6.065999999999999,5.367999999999999
1,1.047,0.78,1.184,0.843,0.913,1.077,1.098,1.076,0.844,0.725,4.767,4.819999999999999
1,1.077,1.019,1.273,0.844,1.266,1.047,0.78,0.995,1.153,0.942,5.479,4.917
1,1.78,1.265,1.154,1.153,0.965,0.725,1.019,0.8,1.039,1.266,6.317,4.848999999999999
0,0.782,0.794,0.654,0.76,0.8,1.01,1.174,1.314,1.033,0.8,3.79,5.331
1,0.8,0.8,0.793,1.081,0.8,0.732,0.616,0.837,0.948,0.8,4.274,3.933
1,1.987,1.099,1.109,0.656,1.435,1.061,0.903,0.913,1.004,0.8,6.286,4.681
1,1.061,0.669,0.806,0.959,0.72,1.987,1.099,1.153,0.656,0.738,4.215,5.633000000000001
0,0.786,1.141,1.153,1.066,0.891,1.031,1.17,1.183,1.045,0.951,5.037,5.379999999999999
1,0.725,0.884,1.273,0.844,0.936,0.72,1.025,0.8,1.079,1.083,4.662,4.707
1,1.038,1.159,0.8,0.884,1.083,1.74,0.884,1.273,0.844,0.936,4.9639999999999995,5.6770000000000005
1,1.077,1.019,1.076,0.844,1.266,0.72,1.025,0.808,1.169,0.906,5.282,4.628
0,1.082,1.146,0.85,0.984,0.763,0.696,0.8,1.154,1.417,0.918,4.824999999999999,4.985
0,1.178,0.78,0.995,1.04,0.918,2.009,1.146,1.185,1.025,0.88,4.911,6.245
1,1.082,1.146,1.185,1.025,0.856,1.005,0.875,1.06,0.866,0.942,5.294,4.748
0,1.155,1.213,0.8,1.104,0.8,1.162,1.014,1.26,0.654,0.872,5.072,4.962
0,1.301,1.014,1.381,1.033,0.749,0.8,1.213,0.692,1.311,1.051,5.477999999999999,5.067
