result,red_top,red_jng,red_mid,red_bot,red_sup,blue_top,blue_jng,blue_mid,blue_bot,blue_sup,red_team,blue_team
1,15.0,34.32,12.78,40.531,112.96,10.0,13.038,26.406,55.385,44.14,215.591,148.969
0,10.0,33.249,54.58,25.396,41.396,12.55,15.0,31.4,66.375,15.0,164.621,140.325
1,20.731,10.0,10.0,24.303,80.436,17.058,37.259,15.0,91.968,28.926,145.47000000000003,190.211
1,24.837,11.05,10.0,10.0,18.094,14.078,10.0,15.769,128.565,80.436,73.981,248.848
1,10.86,35.615,15.0,60.868,40.505,14.579,11.05,54.963,10.0,18.094,162.848,108.686
1,78.792,35.615,15.0,24.245,11.321,16.345,32.466,26.105,23.022,14.834,164.973,112.77199999999999
1,22.127,34.787,15.0,24.245,29.62,22.451,32.466,26.162,74.653,36.849,125.77900000000001,192.58100000000002
0,22.451,88.69,54.293,18.54,25.36,22.127,34.787,63.692,60.868,10.0,209.334,191.474
0,84.213,30.8,15.0,42.962,30.139,15.0,35.615,88.825,83.408,52.933,203.11399999999998,275.781
1,12.809,35.615,15.0,24.303,80.436,21.267,12.103,32.989,10.0,62.76,168.163,139.119
1,78.792,34.787,15.769,60.868,27.983,23.272,27.536,25.155,10.0,83.047,218.199,169.01
0,15.0,20.362,65.454,21.513,112.96,25.241,34.787,10.0,128.565,29.62,235.289,228.213
0,14.22,34.32,65.454,40.531,112.96,36.775,15.877,63.692,128.565,52.933,267.485,297.842
1,12.55,34.32,10.0,103.178,27.67,22.127,15.877,63.692,83.408,52.933,187.71800000000002,238.03699999999998
0,12.55,20.362,12.78,66.375,15.0,25.241,10.0,26.597,24.245,29.62,127.06700000000001,115.703
0,15.0,26.712,15.0,82.228,10.0,15.0,68.19,15.0,10.471,27.384,148.94,136.04500000000002
1,10.0,15.162,17.986,25.396,41.396,10.0,68.19,15.0,40.733,45.125,109.94,179.048
1,15.0,27.818,17.624,10.471,45.427,10.0,11.588,54.58,82.228,12.71,116.34,171.10600000000002
0,13.13,30.048,21.857,63.594,15.0,11.324,18.971,54.052,13.055,12.029,143.629,109.43100000000001
1,10.0,15.873,54.248,26.635,15.0,17.312,49.982,41.134,15.0,15.0,121.756,138.428
0,10.0,26.053,103.053,40.733,10.0,10.0,65.615,10.0,26.934,42.748,189.839,155.297
1,15.0,43.257,20.51,75.958,10.0,10.0,18.404,10.0,46.97,15.0,164.725,100.374
1,15.0,43.257,20.51,40.733,32.221,10.0,46.43,54.052,13.055,12.029,151.721,135.566
1,45.03,43.257,23.529,10.471,32.221,10.0,10.0,33.374,81.336,42.748,154.508,177.458
0,19.041,49.982,21.213,15.0,15.0,10.0,26.712,18.532,10.222,41.396,120.23599999999999,106.862
1,10.0,55.097,34.777,27.909,111.364,10.0,10.0,17.986,10.222,41.396,239.14700000000002,89.60400000000001
0,10.0,55.097,21.857,27.909,18.322,10.0,19.444,54.58,25.396,10.0,133.185,119.42
0,13.13,55.097,34.777,63.594,10.0,10.0,20.146,15.0,25.396,30.851,176.598,101.393
0,10.0,65.615,54.248,86.133,15.058,10.0,13.038,54.58,68.769,15.0,231.05399999999997,161.387
0,27.755,18.385,54.248,13.055,42.748,10.0,26.712,54.58,10.222,41.396,156.191,142.91
0,15.0,18.404,10.901,26.635,42.748,10.0,32.512,10.0,55.385,44.14,113.68799999999999,152.03699999999998
